,psdtheta_1,psdalpha_1,psdbeta_1,psdtheta_2,psdalpha_2,psdbeta_2,psdtheta_3,psdalpha_3,psdbeta_3,psdtheta_4,psdalpha_4,psdbeta_4,psdtheta_5,psdalpha_5,psdbeta_5,psdtheta_6,psdalpha_6,psdbeta_6,psdtheta_7,psdalpha_7,psdbeta_7,psdtheta_8,psdalpha_8,psdbeta_8,psdtheta_9,psdalpha_9,psdbeta_9,psdtheta_10,psdalpha_10,psdbeta_10,psdtheta_11,psdalpha_11,psdbeta_11,psdtheta_12,psdalpha_12,psdbeta_12,psdtheta_13,psdalpha_13,psdbeta_13,psdtheta_14,psdalpha_14,psdbeta_14
10,-0.18221338489342923,-0.18411109016102897,-0.16151048537698273,-0.1633490445701296,-0.1649087268772057,-0.15899751543400498,-0.16099165476427135,-0.16219645906930671,-0.15480446990966204,-0.16965206328735208,-0.170841546612344,-0.14667535610661475,-0.21966304549213037,-0.22174148654750783,-0.17024544023074398,-0.07318553131865678,-0.07191405390992048,-0.06605768533307711,-0.1709159249172087,-0.1665972188901713,-0.0959587758595194,-0.18750958682492047,-0.1821723040861962,-0.10007865418553373,-0.13559127577055316,-0.13465826015469953,-0.09738277228787004,-0.2279390223488507,-0.23028646277573175,-0.1833168722325782,-0.1985612942153477,-0.20005732200739956,-0.1822206058487277,-0.18450190981147482,-0.1869777843745144,-0.1603175031870491,-0.2195535260504713,-0.22121193515202983,-0.16731515756356513,-0.20295069034360386,-0.20539978589475233,-0.15542419758703882
11,-0.1821551191292942,-0.18404363003251092,-0.16126550307043885,-0.1644677938368815,-0.16624529699798613,-0.16565959831071503,-0.16105202706662836,-0.16227821305456397,-0.1554305878276998,-0.1696746892509121,-0.17086746977654918,-0.14676141766772693,-0.21973328013707127,-0.22181945877978812,-0.17042175065354861,-0.07312197247565791,-0.07186266341931162,-0.06610715253612738,-0.17078179432684668,-0.16645033710186713,-0.09575157393196938,-0.18752496528502338,-0.18218984188402185,-0.10024635133467613,-0.13558815069327493,-0.134655332005778,-0.09738799917716111,-0.22811590874302398,-0.2304826344910193,-0.18356078231866865,-0.19906310137756766,-0.20065708560998036,-0.18500890813749588,-0.18452984365333733,-0.18701578088040113,-0.16051449385094527,-0.22415984543990886,-0.22668982845717334,-0.18505619217251365,-0.20307491559073915,-0.20555127884662197,-0.15587751886752038
12,-0.18209066051565,-0.18396499679795414,-0.16090164408117918,-0.16425475252217037,-0.1659903917356161,-0.1643771035388008,-0.1608332789575494,-0.1620069609637384,-0.15387334786414084,-0.1695635671358543,-0.17074424199373173,-0.1465730435888784,-0.2196829974393514,-0.2217542841749626,-0.17014405802127017,-0.07324690972748084,-0.07197296798969441,-0.0660622998940687,-0.17065383832935976,-0.1662947090736903,-0.09553555857364898,-0.18403174653171928,-0.17829705672092042,-0.09446074212410711,-0.13564223700305458,-0.1347115249825369,-0.09739125975028079,-0.2281150611709998,-0.23048165160951564,-0.18350965909729255,-0.19922217227443598,-0.20084692449537417,-0.18588076234082054,-0.18442944709502085,-0.18689190545152715,-0.1600252434609962,-0.22383989458195575,-0.22629363419451523,-0.1836733062730476,-0.20314193794074667,-0.20562730399482052,-0.15604224824503712
13,-0.18053033801893445,-0.1821065812920894,-0.1531562688909719,-0.16417760221904104,-0.16589825756533016,-0.16392382141963055,-0.16109144686555657,-0.16231594855540568,-0.1553934974899388,-0.1696628146175634,-0.17085447223546582,-0.14654324496493248,-0.21964019723910055,-0.22171790148953202,-0.17032685019364294,-0.07319465362720577,-0.07192618449103591,-0.06608433154670533,-0.17077892700979733,-0.16643203026260572,-0.09572380632810416,-0.18743069228242357,-0.1820906678192655,-0.10015406989366823,-0.13551706196326369,-0.1345813236655347,-0.09734838104038648,-0.22806672259930272,-0.23042778474682368,-0.18346239243226667,-0.19936777997521923,-0.20102078990533734,-0.18668601845006985,-0.18444182563065278,-0.18690673528595977,-0.16007963240277034,-0.22382660359649623,-0.22627864730425948,-0.18363821062208188,-0.20266526531492768,-0.20506797276933197,-0.154609138413343
14,-0.18188132803471196,-0.18371708220633653,-0.15989710522453235,-0.16437387062423006,-0.1661329644877395,-0.16509698172730886,-0.1610437465120707,-0.16226984390524746,-0.1555414015996065,-0.16968548986900867,-0.1708817189870579,-0.1467723902724058,-0.2197430672896779,-0.2218310603597664,-0.17046381486815673,-0.07315396496901475,-0.07188974960140673,-0.06606519987771563,-0.17089686496796122,-0.16656200827421952,-0.09590519625762917,-0.18757070554972102,-0.18223754582478516,-0.10016550042076486,-0.13560071032279636,-0.13466872160009935,-0.09732993347351049,-0.22810646511743252,-0.23047523990068197,-0.1834551464526221,-0.19951185669130397,-0.20119316103218784,-0.1874901681634404,-0.18451053787429386,-0.18698845101389197,-0.16035657149829952,-0.22415441439699735,-0.2266668262782192,-0.1848814509042944,-0.2032366355829435,-0.20573797178591563,-0.15632059592363665
15,-0.182329220035165,-0.1842492185637741,-0.1620887544768114,-0.16445240039808812,-0.16623569012364553,-0.16579852358580166,-0.16110113641920043,-0.16233193852302283,-0.15560912795930143,-0.1696213126168277,-0.17080807838196468,-0.14644950318784714,-0.21961441742548468,-0.2216731896587695,-0.1698985335006115,-0.07294991964321182,-0.07169597839512533,-0.0660075682001569,-0.17088771274701695,-0.1665704763533864,-0.09606055289370359,-0.18748807134480475,-0.18215036938437723,-0.10018871684567707,-0.13559455495334916,-0.13466134266491037,-0.09737248129196496,-0.2280077382677223,-0.23036205331937407,-0.1834118541736973,-0.19954604335457288,-0.20124480551417265,-0.188067256692054,-0.18452089315000533,-0.18700551704364013,-0.16051689531372848,-0.22414637015696814,-0.22665715925151275,-0.184848455983826,-0.20361363273065233,-0.20617956885891728,-0.15744313817471045
16,-0.18240407878475604,-0.18433847979371223,-0.16246241846587448,-0.16446497546194566,-0.16625029852644493,-0.16598330832129318,-0.16110816422511678,-0.16234063953452174,-0.15571065506251172,-0.16958428167679354,-0.17076572938828308,-0.146531675653247,-0.21954577634901148,-0.22159264866245018,-0.1696639396435176,-0.0731294930639378,-0.07186309539543892,-0.06606661922063331,-0.1709577415971115,-0.16664890867394397,-0.09613569062714586,-0.1875271478242943,-0.1821933544234558,-0.10026681430455624,-0.13558057338778579,-0.13464656475437012,-0.09735737529269226,-0.227352912748273,-0.22957447438159612,-0.18074146608358935,-0.19958742326709145,-0.20128969240072161,-0.1881739737699744,-0.18452289636220512,-0.18701053943084434,-0.16057555866035528,-0.22418902611455988,-0.22670746217376775,-0.18500640146567648,-0.2037655045300523,-0.2063580285988588,-0.1579032826348653
17,-0.18213038941293094,-0.18401221715463556,-0.16109923905167864,-0.164470740076378,-0.16624824778440916,-0.16566254942948178,-0.16103683107510197,-0.16225994057189222,-0.15548461066583663,-0.16969209035724292,-0.1708862558907056,-0.14672696888774805,-0.21962580620469108,-0.22168673485429827,-0.1699406071729855,-0.07327560617992873,-0.07200419552607273,-0.06606635782847492,-0.17098627344462566,-0.1666752847292097,-0.09610983555281231,-0.18754170790296845,-0.18219599541522713,-0.10010418152210124,-0.13552512497397684,-0.13458988947091735,-0.09735561523701598,-0.22812628985834457,-0.23049428016510137,-0.18356984600354684,-0.19958569766098253,-0.20129003050633298,-0.18806461868112775,-0.1845326375354213,-0.18701890008898767,-0.16055471437604585,-0.2241749169952002,-0.22669199520660002,-0.18497478952209492,-0.20348288583147808,-0.206029431928853,-0.1570960478128393
18,-0.1818301551836314,-0.1837308573560788,-0.16077893148994035,-0.03770315736325829,-0.014944074523020805,0.5843163060878784,-0.16098090715780028,-0.16220016658943423,-0.1549491118907053,-0.16949591575030382,-0.17066785331767542,-0.14575263404990663,-0.2196839879974684,-0.22175547913569466,-0.17014779522954435,-0.07160547968636798,-0.07031196620019996,-0.06429491756356583,-0.16986191591599015,-0.1654179660415943,-0.09428730241367661,-0.18679824853420213,-0.18145934024184737,-0.09963454162783263,-0.13496030341212836,-0.1339985530142223,-0.09698574142011844,-0.22707942900792963,-0.2293588271189604,-0.18185187098664293,-0.1977878759659117,-0.19913501458487468,-0.1779775155034286,-0.18428126560661565,-0.18671614893481683,-0.15942898950914644,-0.22307876981742303,-0.22539174791584668,-0.1807785912468524,-0.20321580218390772,-0.20571138233140213,-0.15622761350014255
19,-0.1816449871370755,-0.18343812944274618,-0.1587825137014488,0.005092221764346667,0.03628209231947078,0.8426688754462774,-0.16090635423443625,-0.1621198229605912,-0.15517827659825073,-0.16940475268009575,-0.1705677285347842,-0.14606188256221958,-0.21964277153089057,-0.22172193435179197,-0.17042059273799778,-0.07304307399195727,-0.07175079356386048,-0.06573578119929316,-0.1700350099095113,-0.16571131714150703,-0.09553170261627478,-0.1869927822796661,-0.18165115128990486,-0.09948110083144289,-0.13495941959125604,-0.13399599296984926,-0.0968173888824837,-0.22757625438233778,-0.22983896559952988,-0.18153864716688478,-0.19799213385347522,-0.19937918834742044,-0.17911254759871972,-0.18435863931201402,-0.1868183256292229,-0.15977665215986844,-0.22157264931711385,-0.2236080781132257,-0.17506040571282824,-0.2025776466294043,-0.20497003961310076,-0.15441420731438665
20,-0.18099315288662157,-0.18265741258329682,-0.15544904813401575,0.12639711473161166,0.18118131074001553,1.563871914394638,-0.1608670145941256,-0.16207951650070646,-0.1551674180504309,-0.16917593580136514,-0.17030978029481217,-0.1449984093441968,-0.21954049147012986,-0.22158577736217705,-0.16963491991589036,-0.0719902488620034,-0.07069760501175479,-0.0646838448227116,-0.1704700092838244,-0.16614407055420458,-0.09535605981707806,-0.18628030989812513,-0.18090871796681868,-0.09962579987104028,-0.1348923104621121,-0.1339333894987161,-0.09680413028213103,-0.22751939781531275,-0.2298284598915375,-0.18294065659088635,-0.19830743262081182,-0.1997564455336252,-0.18089286790988351,-0.184252286754049,-0.18670664472462958,-0.15985292665059664,-0.221616148199459,-0.223658252609355,-0.1751941743393286,-0.20301309798099546,-0.20548106265240174,-0.15572407282514023
21,-0.180432072056807,-0.18198943438420345,-0.15268050469224878,-0.11809019192707362,-0.11091943549472652,0.10829922825151587,-0.16054144232791936,-0.1616580458014975,-0.15216565695723933,-0.16930323687487267,-0.17045799413128385,-0.14590016811682768,-0.21973938710705546,-0.2218262337121236,-0.17049475225111266,-0.07327348367456853,-0.07199692944629879,-0.06606111675058969,-0.16876880777363878,-0.16421283514204485,-0.09260774946081474,-0.18681198828055343,-0.18145949278408538,-0.0993424313072988,-0.1349050109009513,-0.1339699404653425,-0.09638566531103412,-0.22767888331716707,-0.23000514823648857,-0.18230883670541848,-0.19626935300739975,-0.1973204947670658,-0.16954825572652937,-0.18323191108400833,-0.1854713207229674,-0.15519585275166664,-0.2208036879152294,-0.22269541329939913,-0.17211458583181957,-0.19949678242303961,-0.20134481783136643,-0.14500919093675155
22,-0.17996431694042828,-0.1814320132936109,-0.15034671950692427,-0.12955717921116947,-0.12455672373650299,0.04174392665655481,-0.16066346392107075,-0.161804070034538,-0.15288324851685464,-0.16931692833406078,-0.17049050596352042,-0.14511572095638597,-0.21908966918574596,-0.22105255181379893,-0.16802095385406088,-0.07309371467327073,-0.07182725628164177,-0.06599524083983035,-0.1689959771882976,-0.16446164409080263,-0.09293735132357021,-0.18581850905088684,-0.18028194632353525,-0.09733469972602397,-0.13361818693306232,-0.1324439589877482,-0.09404339200934926,-0.2272329397069484,-0.22943291455504267,-0.18031943361632854,-0.1981895476602487,-0.19961411591615388,-0.18018352690902809,-0.18360876929195852,-0.1859188433168913,-0.15672357922248487,-0.22120078812802904,-0.22317109739568586,-0.17371189407857984,-0.1999757718463512,-0.20190755678924555,-0.1464503172707335
23,-0.18069935186769753,-0.18230961489159536,-0.15405089540855196,0.05516677158075771,0.09608526692175864,1.140069714994034,-0.1609735592554723,-0.1621750462825061,-0.15470411038398796,-0.16906782780990112,-0.17020289916869782,-0.1459558080493568,-0.21960531671006528,-0.22166239102771637,-0.16986522350719113,-0.07159103426812301,-0.07029699101790882,-0.06427653965254054,-0.17047406677809102,-0.1661407961432224,-0.09556089962746121,-0.18692614076714287,-0.18151196144889492,-0.09911178957679623,-0.13427746012027586,-0.13318060374297405,-0.0951152564929507,-0.2268976783488841,-0.22903592696755196,-0.17912077699657308,-0.19697628622443833,-0.19816599862908404,-0.17350086078013163,-0.18351941154583906,-0.1858133224471188,-0.15637188299378094,-0.21603257769494014,-0.21704564400091925,-0.1540189999596146,-0.20012893605290577,-0.20209140066754822,-0.14697735209248627
24,-0.1809230090496217,-0.1825735833109055,-0.15508884534987297,-0.10087101048187978,-0.09030310511840968,0.2121477855159953,-0.1607171280343003,-0.1618680717159383,-0.1531933670404743,-0.16948966237387625,-0.1706681422868614,-0.14649635585600462,-0.21957480142015318,-0.22163331957075663,-0.16977576047219606,-0.07292831757275879,-0.07167741287932589,-0.06593912495013067,-0.17044744725657546,-0.1661459958102994,-0.09535560858015721,-0.18696205589650705,-0.18160919246540524,-0.09941724618986973,-0.13490675477197045,-0.13388503357965653,-0.0961577089127558,-0.2275925076895281,-0.22985798474607694,-0.18159309688743264,-0.19675261741384797,-0.19789730820081278,-0.17221180209808665,-0.15226918327927016,-0.14872987775924637,-0.030109763971374767,-0.22221364322445922,-0.22436454355645752,-0.1774407070260321,-0.20219066596865504,-0.2045078472721313,-0.15313094234192043
25,-0.17884796778161502,-0.1801093423557224,-0.1449665004454988,-0.1613928837642177,-0.16288266437684487,-0.15778493310262331,-0.16100870556885605,-0.16221685249031767,-0.15490440333321862,-0.16905188904751411,-0.17011830612196044,-0.14332016964485386,-0.21827311221853785,-0.22008656250788697,-0.16509749261637438,-0.0731575835554982,-0.07189538185658541,-0.06603967151750714,-0.16940668432437347,-0.16491571815277992,-0.09358061946817839,-0.18687826062930027,-0.18145937296514061,-0.09903991491564895,-0.13486245169158412,-0.1338356847924714,-0.0960842857608862,-0.2276066392337362,-0.22987477078480226,-0.18164547262782563,-0.19635479600645703,-0.1974254366609553,-0.17012176169406304,-0.17309836323187142,-0.17344791551900815,-0.11428097988376101,-0.2165197539005687,-0.2176201300652975,-0.15582411725916495,-0.19813751596840892,-0.1997506148165689,-0.14092624794028996
26,-0.18078917733842953,-0.18241448880767963,-0.15443932906642452,-0.14422116247072905,-0.14205482366668243,-0.044873488021378624,-0.16092809745552883,-0.16212045517320656,-0.15443155239923737,-0.16947879496667495,-0.17064949414105854,-0.14640016417849122,-0.21965808476341606,-0.22173671989523674,-0.17022003200412866,-0.07322386597734344,-0.07196173140725809,-0.06614989701788611,-0.16960976252957732,-0.16513953981180476,-0.09389462264817948,-0.18686205735414518,-0.18144110864036742,-0.09901252181533886,-0.13469945287714524,-0.13365375795802645,-0.09582140803517902,-0.2274981462890133,-0.22974651709375543,-0.18126100724013067,-0.19903274690904466,-0.20062064908562516,-0.18483211065852365,-0.18271599188821314,-0.18485890479256037,-0.15310788555287222,-0.2197281613092358,-0.2214196868168426,-0.16799316675524606,-0.20074321969807743,-0.202808426466592,-0.14877087529491656
27,-0.1810251672828247,-0.18269843585380469,-0.1556745356050316,-0.16421010448908205,-0.1659485702292624,-0.164206653294918,-0.16110575914024652,-0.16233867380866498,-0.15558761407011096,-0.16938545311982223,-0.17054623522757997,-0.14625197327040837,-0.2189877371231544,-0.2209971937647527,-0.16951979856889046,-0.07181047800865564,-0.07063192553249066,-0.06484811706699783,-0.17025409480208234,-0.16585095114797932,-0.09489424071133608,-0.18732766438529025,-0.1819853577870339,-0.10009454713320709,-0.13468416058494762,-0.133711672820373,-0.09612664526172311,-0.22779314006158663,-0.2301276169339396,-0.1832066432939817,-0.19907298735364218,-0.2007223923837927,-0.18657972695071826,-0.18453655705483463,-0.1870235727637683,-0.16056243205017887,-0.22319832805199255,-0.22553600678581048,-0.18127901071020283,-0.20121643332896175,-0.20337018408303176,-0.15028543326064
28,-0.18201896004365034,-0.18388014036122463,-0.16056002468433114,-0.16426489310837888,-0.16602623717456538,-0.16473848739337876,-0.1610608807813527,-0.16228693890966164,-0.15554664250430236,-0.1694645841540676,-0.17061087892151225,-0.14544388285473142,-0.21969663608203407,-0.221778698909814,-0.17033328979890994,-0.07262668916301847,-0.0713882765694995,-0.06547653603734964,-0.17050217996355754,-0.16616914849701678,-0.09584045797117276,-0.1874691818134353,-0.18213173168056157,-0.10020788080388018,-0.13517491650102395,-0.13422559571818335,-0.09704920006204829,-0.22796049189611306,-0.23030936462806237,-0.1833228331767843,-0.19932739190379803,-0.20099724958017479,-0.1874849889846198,-0.18452282656589933,-0.18700795571290033,-0.16054433088770498,-0.22386817925821786,-0.2263278971147481,-0.18379621249792616,-0.20289076657835511,-0.2053302240778465,-0.15525376669100094
29,-0.17748573796625777,-0.1784772010589784,-0.137967377169487,-0.16222116128671002,-0.16356193098280997,-0.15229951579501202,-0.16077328290344747,-0.16193523561265172,-0.15352291714494468,-0.16955316451117117,-0.17073542620762688,-0.14612635731912263,-0.21971710489513163,-0.22180204960535135,-0.17030803209057127,-0.07268380605847098,-0.07145438473058886,-0.06589423455391787,-0.1708113036260799,-0.16649529564961923,-0.09588193504348061,-0.18739067116240773,-0.18202870106241648,-0.09986687936403904,-0.1273250485438454,-0.1254023243477771,-0.08367883525332587,-0.2270457475064064,-0.22921090854548207,-0.17964478410552132,-0.19733899313912795,-0.19859901710953975,-0.17550429281080607,-0.1840283537029586,-0.18641607338164803,-0.15840756666236996,-0.14727898500826705,-0.1355550742231537,0.10808477519321022,0.15581541677433125,0.2158205095547784,0.9266191039921885
30,-0.1819680925992679,-0.18382004216141454,-0.16031881660003752,-0.16403148381701127,-0.165724713045446,-0.16307981191061438,-0.16108331105582807,-0.16231351631761398,-0.15547188089134956,-0.16948723010992098,-0.170665533526535,-0.1461743927268263,-0.21972987534762828,-0.22181629542266543,-0.1703577213467016,-0.07293603737987969,-0.07168013263363168,-0.06580350538196626,-0.1708199936656056,-0.16647638396588102,-0.09577925515751007,-0.1874758923521843,-0.18212266011407358,-0.09999638527301126,-0.13546604777438778,-0.13451111650668393,-0.09708093500440576,-0.22794333521677382,-0.23029241318094115,-0.18338867487370186,-0.1994459504474354,-0.20113199175099358,-0.1874199203899369,-0.1845155368782328,-0.18700009983150048,-0.16048663545063171,-0.22371077615145082,-0.22614195387372726,-0.1832071161013882,-0.2027911635038127,-0.20521632328841666,-0.1549964108592465
